region,customer_name,total_sales,rank_value
Africa,"Ed Ludwig",1973.81,108
Africa,"Neil Ducich",1972.96,109
Africa,"Jim Karlsson",1968.40,110
Africa,"Mathew Reese",1961.97,111
Africa,"Janet Martin",1956.80,112
Africa,"Tim Brockman",1956.69,113
Africa,"Nora Paige",1953.12,114
Africa,"Jennifer Jackson",1951.98,115
Africa,"Evan Minnotte",1922.85,116
Africa,"Liz Carlisle",1910.08,117
Africa,"Ann Steele",1906.61,118
Africa,"Lindsay Castell",1904.85,119
Africa,"Cathy Prescott",1888.20,120
Africa,"Meg O'Connel",1883.84,121
Africa,"Jesus Ocampo",1879.38,122
Africa,"Lisa Ryan",1864.26,123
Africa,"Evan Henry",1863.36,124
Africa,"Eva Jacobs",1840.86,125
Africa,"Hallie Redmond",1833.63,126
Africa,"Damala Kotsonis",1830.77,127
Africa,"Dorothy Dickinson",1823.91,128
Africa,"Tracy Collins",1810.25,129
Africa,"Cindy Stewart",1803.24,130
Africa,"Erin Mull",1774.17,131
Africa,"Harry Greene",1765.17,132
Africa,"Dennis Kane",1764.03,133
Africa,"Stephanie Ulpright",1764.00,134
Africa,"Justin Hirsh",1762.03,135
Africa,"Tom Boeckenhauer",1761.33,136
Africa,"Thea Hudgings",1760.82,137
Africa,"Eudokia Martin",1760.10,138
Africa,"Christopher Schild",1740.99,139
Africa,"Kean Thornton",1719.26,140
Africa,"Bobby Elias",1718.95,141
Africa,"Lena Creighton",1709.72,142
Africa,"Chuck Sachs",1706.70,143
Africa,"Ann Chong",1704.94,144
Africa,"Anthony Rawles",1703.52,145
Africa,"Lela Donovan",1703.17,146
Africa,"Arthur Gainer",1699.46,147
Africa,"Marc Harrigan",1685.34,148
Africa,"Justin Deggeller",1678.68,149
Africa,"Bruce Stewart",1676.43,150
Africa,"Jennifer Braxton",1666.29,151
Africa,"Shaun Chance",1648.01,152
Africa,"Bryan Davis",1629.33,153
Africa,"Liz Pelletier",1625.37,154
Africa,"Liz MacKendrick",1615.98,155
Africa,"Katherine Hughes",1614.74,156
Africa,"Anthony Jacobs",1610.59,157
Africa,"Ryan Crowe",1609.28,158
Africa,"Carlos Daly",1602.61,159
Africa,"Dave Hallsten",1586.97,160
Africa,"Maya Herman",1578.83,161
Africa,"Susan MacKendrick",1575.64,162
Africa,"Ted Trevino",1572.33,163
Africa,"Chris Cortes",1568.69,164
Africa,"Bart Folk",1567.14,165
Africa,"Bobby Odegard",1560.00,166
Africa,"Michelle Arnett",1557.95,167
Africa,"Erin Creighton",1537.10,168
Africa,"Joseph Holt",1536.30,169
Africa,"Philip Fox",1532.88,170
Africa,"Sara Luxemburg",1518.03,171
Africa,"Michelle Lonsdale",1514.16,172
Africa,"Anna Andreadi",1502.64,173
Africa,"Sample Company A",1493.31,174
Africa,"Adam Bellavance",1481.72,175
Africa,"Jim Radford",1479.60,176
Africa,"Dan Campbell",1476.59,177
Africa,"Adrian Hane",1476.03,178
Africa,"Eugene Barchas",1474.29,179
Africa,"Keith Herrera",1472.79,180
Africa,"Eric Barreto",1462.11,181
Africa,"Annie Zypern",1461.55,182
Africa,"Tiffany House",1455.76,183
Africa,"Shahid Collister",1445.64,184
Africa,"Jonathan Doherty",1434.84,185
Africa,"Rob Haberlin",1421.97,186
Africa,"Scot Wooten",1420.08,187
Africa,"Christopher Conant",1413.93,188
Africa,"Richard Eichhorn",1410.72,189
Africa,"Herbert Flentye",1410.54,190
Africa,"Jocasta Rupert",1410.23,191
Africa,"Kelly Lampkin",1402.15,192
Africa,"Craig Leslie",1393.05,193
Africa,"Ann Blume",1382.37,194
Africa,"Charles Sheldon",1380.44,195
Africa,"Shaun Weien",1379.44,196
Africa,"Mark Cousins",1378.78,197
Africa,"Giulietta Baptist",1373.40,198
Africa,"Brendan Murry",1369.44,199
Africa,"David Philippe",1365.30,200
Africa,"Mitch Gastineau",1356.78,201
Africa,"Katherine Murray",1355.83,202
Africa,"Lori Olson",1348.26,203
Africa,"Ken Lonsdale",1340.92,204
Africa,"Dianna Wilson",1339.48,205
Africa,"Steve Chapman",1335.62,206
Africa,"Brosina Hoffman",1333.44,207
Africa,"Nora Preis",1329.05,208
Africa,"Brad Norvell",1325.64,209
Africa,"Marc Crier",1323.36,210
Africa,"Linda Southworth",1321.76,211
Africa,"Sarah Bern",1320.12,212
Africa,"Charlotte Melton",1316.79,213
Africa,"Jack Lebron",1313.51,214
Africa,"Katharine Harms",1310.64,215
Africa,"Mike Kennedy",1309.23,216
Africa,"Logan Currie",1308.39,217
Africa,"Chad McGuire",1303.74,218
Africa,"Hilary Holden",1296.48,219
Africa,"Larry Tron",1279.14,220
Africa,"Anthony Johnson",1278.12,221
Africa,"James Galang",1273.45,222
Africa,"Darrin Van Huff",1269.14,223
Africa,"Eric Hoffmann",1243.74,224
Africa,"Alex Russell",1243.62,225
Africa,"Dianna Arnett",1236.96,226
Africa,"Aaron Smayling",1235.91,227
Africa,"Mary Zewe",1233.98,228
Africa,"Maribeth Schnelling",1232.34,229
Africa,"Kean Nguyen",1219.62,230
Africa,"Corey Roper",1216.94,231
Africa,"Jeremy Pistek",1212.56,232
Africa,"Vivian Mathis",1209.75,233
Africa,"Ed Jacobs",1204.11,234
Africa,"Joy Daniels",1188.24,235
Africa,"Toby Swindell",1173.15,236
Africa,"Eric Murdock",1171.85,237
Africa,"Thomas Thornton",1145.53,238
Africa,"Joy Smith",1122.09,239
Africa,"Shirley Daniels",1114.95,240
Africa,"Grant Thornton",1112.67,241
Africa,"Karl Braun",1109.23,242
Africa,"Darren Powers",1107.99,243
Africa,"Pierre Wener",1096.65,244
Africa,"Dan Reichenbach",1090.33,245
Africa,"Eugene Hildebrand",1086.33,246
Africa,"Max Jones",1080.45,247
Africa,"Juliana Krohn",1078.82,248
Africa,"Patrick O'Brill",1075.78,249
Africa,"Hunter Glantz",1056.37,250
Africa,"David Flashing",1050.36,251
Africa,"Sanjit Jacobs",1049.67,252
Africa,"Sarah Foster",1047.82,253
Africa,"Pauline Chand",1040.37,254
Africa,"Sally Knutson",1032.18,255
Africa,"Parhena Norris",1023.72,256
Africa,"Brian Stugart",1015.41,257
Africa,"Zuschuss Donatelli",1015.33,258
Africa,"Ryan Akin",1011.99,259
Africa,"Barbara Fisher",1008.61,260
Africa,"Carol Darley",995.66,261
Africa,"Dorris liebe",992.95,262
Africa,"Craig Reiter",987.18,263
Africa,"Muhammed Lee",984.50,264
Africa,"Erica Hernandez",976.76,265
Africa,"John Stevenson",973.37,266
Africa,"Anemone Ratner",969.24,267
Africa,"Lisa Hazard",968.82,268
Africa,"Michael Moore",968.07,269
Africa,"Speros Goranitis",967.34,270
Africa,"Gary Hansen",967.29,271
Africa,"Darrin Martin",964.68,272
Africa,"Erin Smith",960.57,273
Africa,"John Dryer",960.25,274
Africa,"Roland Schwarz",959.46,275
Africa,"Trudy Brown",956.58,276
Africa,"Anna Häberlin",948.32,277
Africa,"Frank Carlisle",946.17,278
Africa,"Mike Pelletier",944.01,279
Africa,"Mick Hernandez",942.27,280
Africa,"Kean Takahito",938.94,281
Africa,"Keith Dawkins",937.83,282
Africa,"Brad Eason",937.77,283
Africa,"Sarah Brown",935.95,284
Africa,"Max Ludwig",935.58,285
Africa,"Jeremy Lonsdale",927.18,286
Africa,"Christine Sundaresam",926.64,287
Africa,"Dan Lawera",925.77,288
Africa,"Victoria Wilson",924.81,289
Africa,"Carl Weiss",922.26,290
Africa,"John Huston",920.72,291
Africa,"Beth Thompson",915.18,292
Africa,"Lynn Smith",913.31,293
Africa,"Cynthia Delaney",909.98,294
Africa,"Joel Jenkins",909.16,295
Africa,"Neola Schneider",900.71,296
Africa,"Luke Weiss",895.55,297
Africa,"Jenna Caffey",892.87,298
Africa,"Angele Hood",889.29,299
Africa,"Sonia Sunley",884.46,300
Africa,"Dario Medina",878.27,301
Africa,"Joseph Airdo",872.16,302
Africa,"Evan Bailliet",871.41,303
Africa,"Karen Bern",869.25,304
Africa,"Ricardo Emerson",868.86,305
Africa,"Anne McFarland",867.96,306
Africa,"Sylvia Foulston",867.75,307
Africa,"Aleksandra Gannaway",867.11,308
Africa,"Paul MacIntyre",862.99,309
Africa,"Cari Schnelling",859.92,310
Africa,"Stuart Van",857.49,311
Africa,"Alyssa Crouse",840.82,312
Africa,"Jack Garza",836.36,313
Africa,"Dean Katz",822.69,314
Africa,"Lena Hernandez",815.50,315
Africa,"Bill Shonely",805.86,316
Africa,"Pete Takahito",804.60,317
Africa,"Andy Gerbode",803.75,318
Africa,"Nicole Fjeld",800.61,319
Africa,"Daniel Byrd",791.52,320
Africa,"Jennifer Halladay",789.90,321
Africa,"Sandra Glassco",787.79,322
Africa,"Joy Bell-",784.25,323
Africa,"Nick Crebassa",781.94,324
Africa,"Shui Tom",776.85,325
Africa,"Anna Gayman",774.67,326
Africa,"Bradley Nguyen",772.56,327
Africa,"Anthony Garverick",769.65,328
Africa,"Matt Collins",760.14,329
Africa,"Neil Französisch",754.71,330
Africa,Corey-Lock,754.50,331
Africa,"Joni Sundaresam",753.91,332
Africa,"Theone Pippenger",748.27,333
Africa,"Peter McVee",745.89,334
Africa,"Sean Wendt",743.39,335
Africa,"Larry Blacks",743.01,336
Africa,"Cynthia Arntzen",742.46,337
Africa,"Duane Noonan",733.30,338
Africa,"Maribeth Dona",732.51,339
Africa,"John Lee",731.95,340
Africa,"Duane Benoit",728.28,341
Africa,"Skye Norling",728.10,342
Africa,"Delfina Latchford",716.01,343
Africa,"Sanjit Chand",715.93,344
Africa,"Jill Matthias",715.42,345
Africa,"Dennis Pardue",714.24,346
Africa,"Peter Fuller",713.37,347
Africa,"Michael Oakman",711.72,348
Africa,"Toby Braunhardt",710.07,349
Africa,"Jeremy Farry",709.07,350
Africa,"Raymond Messe",708.60,351
Africa,"Janet Molinari",707.71,352
Africa,"Bill Eplett",704.92,353
Africa,"Karen Carlisle",699.11,354
Africa,"Barry Franz",698.76,355
Africa,"John Murray",697.13,356
Africa,"Noel Staavos",692.29,357
Africa,"James Lanier",691.05,358
Africa,"Darrin Sayre",690.30,359
Africa,"Randy Ferguson",688.06,360
Africa,"Michelle Moray",686.23,361
Africa,"Fred Wasserman",682.71,362
Africa,"Jason Fortune-",680.35,363
Africa,"Thais Sissman",675.99,364
Africa,"Mitch Willingham",673.93,365
Africa,"Art Ferguson",672.12,366
Africa,"Michael Stewart",671.96,367
Africa,"Charles Crestani",671.58,368
Africa,"Amy Cox",669.00,369
Africa,"Sheri Gordon",666.36,370
Africa,"Muhammed MacIntyre",663.95,371
Africa,"Deborah Brumfield",661.47,372
Africa,"Andy Yotov",660.34,373
Africa,"Craig Carreira",657.78,374
Africa,"Dionis Lloyd",654.88,375
Africa,"Grace Kelly",649.10,376
Africa,"Theresa Swint",646.53,377
Africa,"Julia West",644.43,378
Africa,"Eugene Moren",638.82,379
Africa,"Matthew Clasen",636.06,380
Africa,"Erica Hackney",635.51,381
Africa,"Mark Van Huff",635.31,382
Africa,"Nicole Brennan",632.46,383
Africa,"Dave Brooks",630.13,384
Africa,"Craig Molinari",627.31,385
Africa,"Julie Kriz",624.15,386
Africa,"Pauline Johnson",622.84,387
Africa,"Jamie Kunitz",620.64,388
Africa,"Justin Ritter",616.47,389
Africa,"Sung Chung",613.74,390
Africa,"Jim Epp",612.43,391
Africa,"Steven Ward",609.48,392
Africa,"Harold Pawlan",608.25,393
Africa,"Rick Duston",607.56,394
Africa,"Ken Brennan",606.89,395
Africa,"Tom Prescott",605.51,396
Africa,"Edward Hooks",605.16,397
Africa,"Cyra Reiten",600.27,398
Africa,"John Lucas",599.23,399
Africa,"Gary McGarr",594.85,400
Africa,"Brian Derr",592.55,401
Africa,"Tamara Chand",588.47,402
Africa,"Rick Huthwaite",585.89,403
Africa,"Sandra Flanagan",585.55,404
Africa,"Thomas Seio",584.34,405
Africa,"Ben Peterman",581.17,406
Africa,"Patrick Jones",580.32,407
Africa,"Mary O'Rourke",580.10,408
Africa,"Jay Fein",575.43,409
Africa,"Debra Catini",573.84,410
Africa,"Katrina Edelman",572.04,411
Africa,"MaryBeth Skach",569.67,412
Africa,"Christina DeMoss",567.19,413
Africa,"Giulietta Weimer",565.06,414
Africa,"Laura Armstrong",559.26,415
Africa,"Matt Abelman",558.45,416
Africa,"Maureen Gnade",557.64,417
Africa,"Christopher Martinez",553.19,418
Africa,"Kelly Williams",548.82,419
Africa,"Rob Williams",546.00,420
Africa,"Vicky Freymann",543.36,421
Africa,"Bobby Trafton",541.37,422
Africa,"Alyssa Tate",540.90,423
Africa,"Amy Hunt",539.49,424
Africa,"Justin MacKendrick",534.78,425
Africa,"Pete Kriz",533.52,426
Africa,"Carlos Soltero",533.34,427
Africa,"Pamela Stobb",530.64,428
Africa,"Cathy Hwang",528.28,429
Africa,"Thomas Boland",527.85,430
Africa,"Tom Stivers",523.32,431
Africa,"Greg Matthias",522.15,432
Africa,"Sally Hughsby",520.61,433
Africa,"Patrick Ryan",518.26,434
Africa,"Max Engle",514.85,435
Africa,"Chad Cunningham",513.12,436
Africa,"Alex Grayson",512.86,437
Africa,"Pauline Webber",507.99,438
Africa,"Barry Blumstein",507.36,439
Africa,"Lycoris Saunders",505.49,440
Africa,"Sue Ann Reed",505.31,441
Africa,"Sung Pak",503.50,442
Africa,"Joel Eaton",499.23,443
Africa,"Andrew Allen",496.62,444
Africa,"Marina Lichtenstein",496.50,445
Africa,"Sung Shariari",489.33,446
Africa,"Brian Thompson",481.98,447
Africa,"Paul Gonzalez",481.44,448
Africa,"Matt Collister",481.05,449
Africa,"Bill Overfelt",476.90,450
Africa,"Greg Maxwell",474.54,451
Africa,"Trudy Glocke",468.94,452
Africa,"Andrew Gjertsen",468.69,453
Africa,"Roy Skaria",466.65,454
Africa,"Chad Sievert",465.51,455
Africa,"Elpida Rittenbach",464.52,456
Africa,"Susan Gilcrest",458.99,457
Africa,"Patrick Gardner",458.82,458
Africa,"Mark Hamilton",456.18,459
Africa,"Michelle Huthwaite",450.43,460
Africa,"Tony Chapman",446.91,461
Africa,"Helen Wasserman",442.61,462
Africa,"Dorothy Wardle",435.35,463
Africa,"Adam Shillingsburg",435.20,464
Africa,"Alice McCarthy",434.25,465
Africa,"Carol Adams",434.08,466
Africa,"Nathan Gelder",429.91,467
Africa,"Stephanie Phelps",429.02,468
Africa,"Brian DeCherney",428.34,469
Africa,"Jasper Cacioppo",427.46,470
Africa,"Katrina Willman",427.29,471
Africa,"Thomas Brumley",424.74,472
Africa,"Anne Pryor",423.46,473
Africa,"Maria Etezadi",418.63,474
Africa,"Sibella Parks",418.32,475
Africa,"Rick Bensley",418.05,476
Africa,"Theresa Coyne",416.25,477
Africa,"Philisse Overcash",414.98,478
Africa,"Bart Pistole",413.74,479
Africa,"Allen Goldenen",413.28,480
Africa,"Brooke Gillingham",412.81,481
Africa,"Arthur Wiediger",412.37,482
Africa,"Carl Jackson",411.63,483
Africa,"Bart Watters",410.91,484
Africa,"Corinna Mitchell",410.88,485
Africa,"Sam Zeldin",408.21,486
Africa,"Kelly Andreada",407.61,487
Africa,"Kristen Hastings",403.89,488
Africa,"Benjamin Farhat",398.91,489
Africa,"Troy Staebel",396.84,490
Africa,"Philip Brown",393.64,491
Africa,"Candace McMahon",392.27,492
Africa,"Christina VanderZanden",386.70,493
Africa,"Victoria Brennan",386.31,494
Africa,"Ralph Kennedy",383.55,495
Africa,"Michael Chen",383.25,496
Africa,"Dean percer",381.72,497
Africa,"George Bell",375.48,498
Africa,"Shirley Schmidt",373.41,499
Africa,"Matt Hagelstein",372.39,500
Africa,"Andrew Roberts",370.29,501
Africa,"Dean Braden",370.17,502
Africa,"Ivan Liston",368.25,503
Africa,"Erica Smith",366.78,504
Africa,"Allen Armold",366.01,505
Africa,"Katherine Ducich",363.81,506
Africa,"Natalie DeCherney",360.69,507
Africa,"Greg Hansen",359.78,508
Africa,"Phillip Flathmann",357.28,509
Africa,"Nat Gilpin",357.12,510
Africa,"Daniel Lacy",355.85,511
Africa,"Luke Foster",351.75,512
Africa,"Joni Blumstein",351.14,513
Africa,"Gene Hale",345.94,514
Africa,"Odella Nelson",345.64,515
Africa,"Mike Caudle",344.94,516
Africa,"Michael Kennedy",344.90,517
Africa,"Meg Tillman",342.99,518
Africa,"Penelope Sewall",341.43,519
Africa,"Brian Moss",340.66,520
Africa,"Chuck Magee",340.59,521
Africa,"Ken Heidel",339.60,522
Africa,"Noah Childs",339.48,523
Africa,"David Kendrick",333.90,524
Africa,"Denise Monton",333.21,525
Africa,"Ricardo Sperren",331.62,526
Africa,"Harold Ryan",330.75,527
Africa,"Laurel Workman",328.84,528
Africa,"Todd Sumrall",328.42,529
Africa,"Frank Merwin",327.06,530
Africa,"Andy Reiter",325.53,531
Africa,"Carl Ludwig",324.91,532
Africa,"Clay Cheatham",321.49,533
Africa,"Christina Anderson",321.30,534
Africa,"Kristina Nunn",317.70,535
Africa,"John Castell",313.91,536
Africa,"Larry Hughes",312.28,537
Africa,"Todd Boyes",309.93,538
Africa,"Nick Radford",305.24,539
Africa,"Melanie Seite",304.92,540
Africa,"Xylona Preis",303.47,541
Africa,"Heather Kirkland",301.77,542
Africa,"Matthew Grinstein",301.71,543
Africa,"Robert Waldorf",295.07,544
Africa,"Emily Phan",294.99,545
Africa,"Michael Paige",294.54,546
Africa,"Lena Cacioppo",293.66,547
Africa,"Karen Ferguson",291.40,548
Africa,"Nathan Cano",288.11,549
Africa,"Tracy Poddar",284.43,550
Africa,"Tony Molinari",283.68,551
Africa,"Ruben Dartt",278.76,552
Africa,"Sanjit Engle",271.65,553
Africa,"Phillip Breyer",269.81,554
Africa,"Ben Ferrer",267.84,555
Africa,"Rob Beeghly",266.71,556
Africa,"Vivek Gonzalez",266.16,557
Africa,"Jim Sink",262.68,558
Africa,"Craig Yedwab",262.22,559
Africa,"Denny Joy",261.84,560
Africa,"Paul Lucas",261.09,561
Africa,"Christine Kargatis",258.62,562
Africa,"Harry Marie",258.54,563
Africa,"Patrick Bzostek",254.04,564
Africa,"Dana Kaydos",252.96,565
Africa,"Alan Schoenberger",252.94,566
Africa,"Doug O'Connell",250.72,567
Africa,"Joni Wasserman",249.30,568
Africa,"George Ashbrook",247.89,569
Africa,"Laurel Beltran",246.47,570
Africa,"Don Miller",245.82,571
Africa,"Doug Jacobs",245.16,572
Africa,"Valerie Takahito",241.61,573
Africa,"Rachel Payne",238.06,574
Africa,"Heather Jas",232.47,575
Africa,"Julie Prescott",231.27,576
Africa,"Paul Prost",230.78,577
Africa,"Harold Engle",227.02,578
Africa,"Mitch Webber",224.85,579
Africa,"Nancy Lomonaco",222.21,580
Africa,"Shahid Shariari",221.49,581
Africa,"Christine Abelman",221.25,582
Africa,"Greg Tran",221.04,583
Africa,"Olvera Toch",220.38,584
Africa,"Naresj Patel",219.89,585
Africa,"Lindsay Shagiari",216.71,586
Africa,"Maxwell Schwartz",216.54,587
Africa,"Richard Bierner",215.64,588
Africa,"Berenike Kampe",214.38,589
Africa,"Brian Dahlen",208.50,590
Africa,"Gary Mitchum",207.39,591
Africa,"David Bremer",206.29,592
Africa,"Ken Dana",205.98,593
Africa,"Bill Tyler",204.76,594
Africa,"Jason Klamczynski",203.39,595
Africa,"Cari Sayre",202.41,596
Africa,"Russell Applegate",200.88,597
Africa,"Robert Marley",197.94,598
Africa,"Ted Butterfield",192.62,599
Africa,"Steve Nguyen",192.02,600
Africa,"Fred Hopkins",191.76,601
Africa,"Nathan Mautz",190.89,602
Africa,"Yana Sorensen",190.17,603
Africa,"Tonja Turnell",188.76,604
Africa,"Tanja Norvell",187.35,605
Africa,"Darren Budd",181.05,606
Africa,"Maria Zettner",180.96,607
Africa,"Tracy Hopkins",180.33,608
Africa,"Claire Gute",179.43,609
Africa,"Jeremy Ellison",179.34,610
Africa,"Chris Selesnick",178.50,611
Africa,"Edward Nazzal",178.00,612
Africa,"David Smith",177.72,613
Africa,"Patricia Hirasaki",177.60,614
Africa,"Trudy Schmidt",176.22,615
Africa,"Brad Thomas",175.41,616
Africa,"Kelly Collister",175.01,617
Africa,"Scot Coram",174.81,618
Africa,"Eileen Kiefer",173.77,619
Africa,"Roy Französisch",173.42,620
Africa,"Lindsay Williams",172.89,621
Africa,"Susan Vittorini",171.94,622
Africa,"Frank Atkinson",171.88,623
Africa,"Raymond Buch",171.30,624
Africa,"Rob Lucas",168.94,625
Africa,"Saphhira Shifley",168.86,626
Africa,"Irene Maddox",168.18,627
Africa,"Eleni McCrary",166.39,628
Africa,"Scott Williamson",165.18,629
Africa,"Emily Ducich",164.95,630
Africa,"Susan Pistek",164.84,631
Africa,"Quincy Jones",164.64,632
Africa,"Maurice Satty",164.01,633
Africa,"Jim Kriz",163.44,634
Africa,"Dianna Vittorini",162.36,635
Africa,"Carlos Meador",161.10,636
Africa,"Michelle Ellison",160.50,637
Africa,"Frank Preis",160.20,638
Africa,"Alan Barnes",160.11,639
Africa,"Bill Stewart",160.01,640
Africa,"Steven Roelle",158.67,641
Africa,"Tom Zandusky",158.01,642
Africa,"Maribeth Yedwab",157.38,643
Africa,"Toby Carlisle",155.29,644
Africa,"Chuck Clark",153.24,645
Africa,"Victoria Pisteka",152.23,646
Africa,"Tamara Dahlen",150.04,647
Africa,"Robert Barroso",147.30,648
Africa,"Helen Abelman",146.22,649
Africa,"Bruce Geld",145.02,650
Africa,"Allen Rosenblatt",144.60,651
Africa,"Deanra Eno",141.96,652
Africa,"Frank Olsen",140.88,653
Africa,"Art Foster",139.32,654
Africa,"Mick Brown",138.10,655
Africa,"Logan Haushalter",137.40,656
Africa,"Brendan Dodson",136.80,657
Africa,"Tracy Zic",131.74,658
Africa,"Nona Balk",131.61,659
Africa,"Dorothy Badders",131.10,660
Africa,"Brenda Bowman",131.04,661
Africa,"Sean O'Donnell",130.29,662
Africa,"Victor Preis",128.52,663
Africa,"Jamie Frazer",128.28,664
Africa,"Hunter Lopez",127.08,665
Africa,"Fred Chung",126.27,666
Africa,"Tamara Willingham",124.13,667
Africa,"Valerie Dominguez",123.99,668
Africa,"Sharelle Roach",122.38,669
Africa,"Katherine Nockton",117.48,670
Africa,"Clytie Kelty",115.20,671
Africa,"Claudia Bergmann",115.09,672
Africa,"Caroline Jumper",114.90,673
Africa,"Suzanne McNair",113.79,674
Africa,"Jennifer Patt",112.50,675
Africa,"Karen Seio",112.29,676
Africa,"Joe Elijah",106.50,677
Africa,"Bradley Talbott",105.76,678
Africa,"Adrian Barton",96.60,679
Africa,"Yoseph Carroll",96.04,680
Africa,"George Zrebassa",91.69,681
Africa,"Becky Pak",87.12,682
Africa,"Becky Castell",85.89,683
Africa,"Becky Martin",85.87,684
Africa,"Pamela Coakley",84.81,685
Africa,"Emily Burns",83.75,686
Africa,"Vivek Grady",83.70,687
Africa,"Frank Gastineau",83.23,688
Africa,"Henry Goldwyn",83.19,689
Africa,"Darren Koutras",81.43,690
Africa,"John Grady",80.58,691
Africa,"Alan Haines",80.28,692
Africa,"Michael Grace",80.19,693
Africa,"Stefania Perrino",77.10,694
Africa,"Jessica Myrick",74.03,695
Africa,"Vivek Sundaresam",71.76,696
Africa,"Michael Nguyen",71.38,697
Africa,"Ross Baird",67.55,698
Africa,"Dave Kipp",66.65,699
Africa,"Beth Paige",65.16,700
Africa,"Christy Brittain",64.02,701
Africa,"Stuart Calhoun",61.96,702
